timestamps,TP9,AF7,AF8,TP10
1660049417,-10.742,18.555,-14.16,-1.465
1660049417,-11.719,-20.02,-25.879,7.324
1660049417,-24.902,-56.641,-35.156,-4.883
1660049417,-34.668,-59.082,-55.664,-24.902
1660049417,-31.25,-47.363,-41.504,-17.09
1660049417,-38.574,-40.039,-33.203,-20.996
1660049417,-40.039,-37.598,-29.785,-21.484
1660049417,-33.691,-39.551,-36.621,-15.625
1660049417,-29.297,-27.344,-46.387,-27.832
1660049417,-30.273,-33.691,-40.527,-30.273
1660049417,-41.504,-55.176,-34.18,-29.785
1660049417,-34.18,-54.688,-33.691,-25.391
1660049417,-10.742,18.555,-14.16,-1.465
1660049417,-11.719,-20.02,-25.879,7.324
1660049417,-24.902,-56.641,-35.156,-4.883
1660049417,-34.668,-59.082,-55.664,-24.902
1660049417,-31.25,-47.363,-41.504,-17.09
1660049417,-38.574,-40.039,-33.203,-20.996
1660049417,-40.039,-37.598,-29.785,-21.484
1660049417,-33.691,-39.551,-36.621,-15.625
1660049417,-29.297,-27.344,-46.387,-27.832
1660049417,-30.273,-33.691,-40.527,-30.273
1660049417,-41.504,-55.176,-34.18,-29.785
1660049417,-34.18,-54.688,-33.691,-25.391
1660049417,-10.742,18.555,-14.16,-1.465
1660049417,-11.719,-20.02,-25.879,7.324
1660049417,-24.902,-56.641,-35.156,-4.883
1660049417,-37.109,-35.645,-28.809,-22.949
1660049417,-42.969,-39.551,-28.809,-21.484
1660049417,-39.062,-40.527,-28.809,-17.578
1660049417,-29.785,-38.086,-38.574,-17.578
1660049417,-43.457,-37.109,-37.109,-25.391
1660049417,-52.734,-8.789,-21.484,-28.32
1660049417,-39.062,-29.785,-27.832,-31.25
1660049417,-38.086,-62.012,-36.133,-29.785
1660049417,-35.645,7.324,-38.086,-14.16
1660049417,-35.156,42.969,-35.645,-34.18
1660049417,-49.316,-33.691,-27.832,-50.781
1660049417,-45.898,-53.711,-21.973,-36.621
1660049417,-37.109,-35.645,-28.809,-22.949
1660049417,-42.969,-39.551,-28.809,-21.484
1660049417,-39.062,-40.527,-28.809,-17.578
1660049417,-29.785,-38.086,-38.574,-17.578
1660049417,-43.457,-37.109,-37.109,-25.391
1660049417,-52.734,-8.789,-21.484,-28.32
1660049417,-39.062,-29.785,-27.832,-31.25
1660049417,-38.086,-62.012,-36.133,-29.785
1660049417,-35.645,7.324,-38.086,-14.16
1660049417,-35.156,42.969,-35.645,-34.18
1660049417,-49.316,-33.691,-27.832,-50.781
1660049417,-45.898,-53.711,-21.973,-36.621
1660049417,-34.668,-26.367,-21.973,-24.414
1660049417,-28.809,-29.785,-34.18,-24.414
1660049417,-20.508,-27.832,-39.551,-15.625
1660049417,-26.855,-32.227,-33.691,-18.066
1660049417,-39.551,-41.992,-18.066,-33.203
1660049417,-50.293,-5.859,-16.113,-34.18
1660049417,-49.316,-15.625,-35.645,-36.621
1660049417,-38.574,-52.734,-42.969,-36.133
1660049417,-25.879,-36.133,-24.902,-16.113
1660049417,-49.316,-38.574,-25.391,-38.574
1660049417,-62.5,-39.062,-30.762,-49.316
1660049417,-43.457,-35.156,-35.645,-34.18
1660049417,-34.668,-26.367,-21.973,-24.414
1660049417,-28.809,-29.785,-34.18,-24.414
1660049417,-20.508,-27.832,-39.551,-15.625
1660049417,-26.855,-32.227,-33.691,-18.066
1660049417,-39.551,-41.992,-18.066,-33.203
1660049417,-50.293,-5.859,-16.113,-34.18
1660049417,-49.316,-15.625,-35.645,-36.621
1660049417,-38.574,-52.734,-42.969,-36.133
1660049417,-25.879,-36.133,-24.902,-16.113
1660049417,-49.316,-38.574,-25.391,-38.574
1660049417,-62.5,-39.062,-30.762,-49.316
1660049417,-43.457,-35.156,-35.645,-34.18
1660049417,-33.691,-37.109,-41.504,-33.691
1660049417,-30.273,-28.32,-32.715,-35.645
1660049417,-28.809,-19.043,-27.344,-39.062
1660049417,-14.16,-0.488,-20.996,-21.484
1660049417,-14.16,-45.41,-34.18,-11.23
1660049417,-20.02,-38.086,-36.621,-6.348
1660049417,-29.785,-31.738,-34.18,-18.066
1660049417,-30.762,-49.316,-20.996,-20.996
1660049417,-21.973,-33.203,-5.859,-6.348
1660049417,-30.273,-28.32,-26.367,-14.648
1660049417,-37.598,-46.875,-45.41,-18.555
1660049417,-36.621,-57.617,-41.016,-15.137
1660049417,-49.805,-53.223,-32.227,-25.391
1660049417,-45.41,-17.578,-24.414,-34.668
1660049417,-18.066,-12.207,-25.391,-27.832
1660049417,-30.273,-48.34,-45.41,-35.156
1660049417,-66.895,-70.312,-58.105,-51.758
1660049417,-66.406,-22.461,-34.668,-56.152
1660049417,-43.945,-11.23,-22.949,-41.016
1660049417,-66.406,-78.125,-58.105,-51.27
1660049417,-67.871,-78.613,-59.082,-51.758
1660049417,-33.691,-36.133,-32.227,-30.762
1660049417,-36.621,-15.137,-20.508,-31.25
1660049417,-57.129,-26.367,-20.508,-24.414
1660049417,-49.805,-53.223,-32.227,-25.391
1660049417,-45.41,-17.578,-24.414,-34.668
1660049417,-18.066,-12.207,-25.391,-27.832
1660049417,-30.273,-48.34,-45.41,-35.156
1660049417,-66.895,-70.312,-58.105,-51.758
1660049417,-66.406,-22.461,-34.668,-56.152
1660049417,-43.945,-11.23,-22.949,-41.016
1660049417,-66.406,-78.125,-58.105,-51.27
1660049417,-67.871,-78.613,-59.082,-51.758
1660049417,-33.691,-36.133,-32.227,-30.762
1660049417,-36.621,-15.137,-20.508,-31.25
1660049417,-57.129,-26.367,-20.508,-24.414
1660049417,-49.805,-53.223,-32.227,-25.391
1660049417,-45.41,-17.578,-24.414,-34.668
1660049417,-18.066,-12.207,-25.391,-27.832
1660049417,-30.273,-48.34,-45.41,-35.156
1660049417,-66.895,-70.312,-58.105,-51.758
1660049417,-66.406,-22.461,-34.668,-56.152
1660049417,-43.945,-11.23,-22.949,-41.016
1660049417,-66.406,-78.125,-58.105,-51.27
1660049417,-67.871,-78.613,-59.082,-51.758
1660049417,-33.691,-36.133,-32.227,-30.762
1660049417,-36.621,-15.137,-20.508,-31.25
1660049417,-57.129,-26.367,-20.508,-24.414
1660049417,-41.504,-28.809,-27.344,-9.766
1660049417,-27.344,-21.973,-24.902,-5.371
1660049417,-27.344,-28.809,-24.902,-17.578
1660049417,-33.203,-26.855,-25.391,-30.273
1660049417,-50.293,-20.02,-13.672,-31.738
1660049417,-40.039,1.953,-14.16,-29.297
1660049417,-9.277,20.996,-22.461,-5.371
1660049417,-17.09,-15.625,-28.809,-7.324
1660049417,-41.992,-49.316,-29.785,-33.203
1660049417,-46.387,-11.719,-20.508,-39.062
1660049417,-19.531,2.93,-12.207,-13.184
1660049417,-8.301,-15.625,-21.484,1.953
1660049417,-41.504,-28.809,-27.344,-9.766
1660049417,-27.344,-21.973,-24.902,-5.371
1660049417,-27.344,-28.809,-24.902,-17.578
1660049417,-33.203,-26.855,-25.391,-30.273
1660049417,-50.293,-20.02,-13.672,-31.738
1660049417,-40.039,1.953,-14.16,-29.297
1660049417,-9.277,20.996,-22.461,-5.371
1660049417,-17.09,-15.625,-28.809,-7.324
1660049417,-41.992,-49.316,-29.785,-33.203
1660049417,-46.387,-11.719,-20.508,-39.062
1660049417,-19.531,2.93,-12.207,-13.184
1660049417,-8.301,-15.625,-21.484,1.953
1660049417,-28.809,-51.27,-44.922,-24.902
1660049417,-33.691,-38.574,-37.598,-37.109
1660049417,-45.41,-17.578,-29.297,-36.621
1660049417,-36.133,-22.949,-30.273,-28.809
1660049417,-26.367,-36.133,-28.32,-7.324
1660049417,-34.668,-6.348,-29.785,-10.254
1660049417,-32.715,36.133,-29.297,-18.555
1660049417,-35.156,-20.508,-26.855,-17.578
1660049417,-40.039,-77.637,-34.668,-10.254
1660049417,-22.949,-40.527,-35.156,-19.043
1660049417,-11.719,-17.09,-39.551,-26.367
1660049417,-40.527,-39.062,-46.387,-28.32
1660049417,-28.809,-51.27,-44.922,-24.902
1660049417,-33.691,-38.574,-37.598,-37.109
1660049417,-45.41,-17.578,-29.297,-36.621
1660049417,-36.133,-22.949,-30.273,-28.809
1660049417,-26.367,-36.133,-28.32,-7.324
1660049417,-34.668,-6.348,-29.785,-10.254
1660049417,-32.715,36.133,-29.297,-18.555
1660049417,-35.156,-20.508,-26.855,-17.578
1660049417,-40.039,-77.637,-34.668,-10.254
1660049417,-22.949,-40.527,-35.156,-19.043
1660049417,-11.719,-17.09,-39.551,-26.367
1660049417,-40.527,-39.062,-46.387,-28.32
1660049417,-28.809,-51.27,-44.922,-24.902
1660049417,-33.691,-38.574,-37.598,-37.109
1660049417,-45.41,-17.578,-29.297,-36.621
1660049417,-36.133,-22.949,-30.273,-28.809
1660049417,-26.367,-36.133,-28.32,-7.324
1660049417,-34.668,-6.348,-29.785,-10.254
1660049417,-32.715,36.133,-29.297,-18.555
1660049417,-35.156,-20.508,-26.855,-17.578
1660049417,-40.039,-77.637,-34.668,-10.254
1660049417,-22.949,-40.527,-35.156,-19.043
1660049417,-11.719,-17.09,-39.551,-26.367
1660049417,-40.527,-39.062,-46.387,-28.32
1660049417,-57.129,-40.039,-36.133,-38.086
1660049417,-33.691,-18.066,-28.32,-31.738
1660049417,-11.23,-11.719,-28.32,-20.508
1660049417,-8.789,-41.504,-36.133,-6.348
1660049417,-37.598,-50.293,-41.504,-21.973
1660049417,-56.152,7.324,-36.133,-50.781
1660049417,-45.898,5.859,-47.852,-46.387
1660049417,-39.551,-39.062,-75.195,-46.387
1660049417,-26.855,-41.992,-80.078,-38.574
1660049417,-8.789,18.555,-53.223,-20.996
1660049417,-21.973,28.809,-54.199,-36.133
1660049417,-32.715,-7.812,-53.223,-33.691
1660049417,-57.129,-40.039,-36.133,-38.086
1660049417,-33.691,-18.066,-28.32,-31.738
1660049417,-11.23,-11.719,-28.32,-20.508
1660049417,-8.789,-41.504,-36.133,-6.348
1660049417,-37.598,-50.293,-41.504,-21.973
1660049417,-56.152,7.324,-36.133,-50.781
1660049417,-45.898,5.859,-47.852,-46.387
1660049417,-39.551,-39.062,-75.195,-46.387
1660049417,-26.855,-41.992,-80.078,-38.574
1660049417,-8.789,18.555,-53.223,-20.996
1660049417,-21.973,28.809,-54.199,-36.133
1660049417,-32.715,-7.812,-53.223,-33.691
1660049417,-19.043,-16.113,-51.27,-4.883
1660049417,-12.695,-13.184,-63.477,-2.441
1660049417,-14.16,-19.043,-61.523,-27.344
1660049417,-20.996,-26.855,-51.758,-36.621
1660049417,-15.625,-9.277,-50.781,-32.227
1660049417,3.418,52.734,-47.363,-12.207
1660049417,-3.906,3.906,-59.57,-10.742
1660049417,-19.043,-69.824,-74.219,-21.484
1660049417,-21.484,-45.41,-54.688,-17.578
1660049417,-22.949,11.23,-31.738,-20.996
1660049417,-6.836,-6.348,-29.785,-9.766
1660049417,8.301,-41.504,-42.48,10.254
1660049417,-19.043,-16.113,-51.27,-4.883
1660049417,-12.695,-13.184,-63.477,-2.441
1660049417,-14.16,-19.043,-61.523,-27.344
1660049417,-20.996,-26.855,-51.758,-36.621
1660049417,-15.625,-9.277,-50.781,-32.227
1660049417,3.418,52.734,-47.363,-12.207
1660049417,-3.906,3.906,-59.57,-10.742
1660049417,-19.043,-69.824,-74.219,-21.484
1660049417,-21.484,-45.41,-54.688,-17.578
1660049417,-22.949,11.23,-31.738,-20.996
1660049417,-6.836,-6.348,-29.785,-9.766
1660049417,8.301,-41.504,-42.48,10.254
1660049417,-12.207,-37.598,-48.828,0.488
1660049417,-41.504,-31.25,-41.016,-19.043
1660049417,-19.531,-15.137,-25.391,-20.996
1660049417,16.602,-17.09,-33.203,-19.531
1660049417,6.348,-21.973,-44.922,-21.484
1660049417,-3.906,1.465,-44.922,-26.855
1660049417,-28.32,-21.973,-38.574,-30.762
1660049417,-35.156,-44.922,-38.574,-20.02
1660049417,-31.25,-77.148,-57.617,-39.062
1660049417,-42.969,-129.883,-66.406,-38.574
1660049417,-23.438,-76.66,-59.082,-36.133
1660049417,-24.414,-26.855,-42.969,-48.34
1660049417,-12.207,-37.598,-48.828,0.488
1660049417,-41.504,-31.25,-41.016,-19.043
1660049417,-19.531,-15.137,-25.391,-20.996
1660049417,16.602,-17.09,-33.203,-19.531
1660049417,6.348,-21.973,-44.922,-21.484
1660049417,-3.906,1.465,-44.922,-26.855
1660049417,-28.32,-21.973,-38.574,-30.762
1660049417,-35.156,-44.922,-38.574,-20.02
1660049417,-31.25,-77.148,-57.617,-39.062
1660049417,-42.969,-129.883,-66.406,-38.574
1660049417,-23.438,-76.66,-59.082,-36.133
1660049417,-24.414,-26.855,-42.969,-48.34
1660049417,-12.207,-37.598,-48.828,0.488
1660049417,-41.504,-31.25,-41.016,-19.043
1660049417,-19.531,-15.137,-25.391,-20.996
1660049417,16.602,-17.09,-33.203,-19.531
1660049417,6.348,-21.973,-44.922,-21.484
1660049417,-3.906,1.465,-44.922,-26.855
1660049417,-28.32,-21.973,-38.574,-30.762
1660049417,-35.156,-44.922,-38.574,-20.02
1660049417,-31.25,-77.148,-57.617,-39.062
1660049417,-42.969,-129.883,-66.406,-38.574
1660049417,-23.438,-76.66,-59.082,-36.133
1660049417,-24.414,-26.855,-42.969,-48.34
1660049417,-29.297,-37.109,-26.367,-27.344
1660049417,-14.16,-17.578,-25.879,-17.578
1660049417,3.418,0.977,-31.738,-5.859
1660049417,-2.93,-5.371,-43.457,-8.301
1660049417,-23.438,-37.109,-47.852,-20.996
1660049417,-21.484,-3.906,-24.414,-5.371
1660049417,-6.348,-1.953,-16.602,10.742
1660049417,-4.395,-38.574,-40.527,-1.465
1660049417,-16.602,-14.16,-48.34,-11.23
1660049417,-21.484,-1.953,-32.227,-1.465
1660049417,-18.066,-10.254,-22.949,-5.371
1660049417,-23.926,-20.996,-32.715,-5.371
1660049417,-29.297,-37.109,-26.367,-27.344
1660049417,-14.16,-17.578,-25.879,-17.578
1660049417,3.418,0.977,-31.738,-5.859
1660049417,-2.93,-5.371,-43.457,-8.301
1660049417,-23.438,-37.109,-47.852,-20.996
1660049417,-21.484,-3.906,-24.414,-5.371
1660049417,-6.348,-1.953,-16.602,10.742
1660049417,-4.395,-38.574,-40.527,-1.465
1660049417,-16.602,-14.16,-48.34,-11.23
1660049417,-21.484,-1.953,-32.227,-1.465
1660049417,-18.066,-10.254,-22.949,-5.371
1660049417,-23.926,-20.996,-32.715,-5.371
1660049417,-12.695,-35.645,-40.527,0
1660049417,-2.93,-24.902,-38.086,2.441
1660049417,-20.508,-6.348,-41.016,7.324
1660049417,-36.133,-16.113,-43.945,-9.277
1660049417,-27.344,-34.18,-41.992,-8.301
1660049417,-7.324,-1.465,-32.715,13.184
1660049417,-11.23,-0.488,-34.18,18.555
1660049417,-44.922,-58.594,-47.852,-9.766
1660049417,-58.105,-54.688,-52.246,-27.344
1660049417,-37.598,-11.23,-28.809,-1.953
1660049417,-26.367,-24.414,-28.32,7.812
1660049417,-27.344,-47.363,-56.152,-7.812
1660049417,-12.695,-35.645,-40.527,0
1660049417,-2.93,-24.902,-38.086,2.441
1660049417,-20.508,-6.348,-41.016,7.324
1660049417,-36.133,-16.113,-43.945,-9.277
1660049417,-27.344,-34.18,-41.992,-8.301
1660049417,-7.324,-1.465,-32.715,13.184
1660049417,-11.23,-0.488,-34.18,18.555
1660049417,-44.922,-58.594,-47.852,-9.766
1660049417,-58.105,-54.688,-52.246,-27.344
1660049417,-37.598,-11.23,-28.809,-1.953
1660049417,-26.367,-24.414,-28.32,7.812
1660049417,-27.344,-47.363,-56.152,-7.812
1660049417,-12.695,-35.645,-40.527,0
1660049417,-2.93,-24.902,-38.086,2.441
1660049417,-20.508,-6.348,-41.016,7.324
1660049417,-36.133,-16.113,-43.945,-9.277
1660049417,-27.344,-34.18,-41.992,-8.301
1660049417,-7.324,-1.465,-32.715,13.184
1660049417,-11.23,-0.488,-34.18,18.555
1660049417,-44.922,-58.594,-47.852,-9.766
1660049417,-58.105,-54.688,-52.246,-27.344
1660049417,-37.598,-11.23,-28.809,-1.953
1660049417,-26.367,-24.414,-28.32,7.812
1660049417,-27.344,-47.363,-56.152,-7.812
1660049417,-41.504,-45.898,-51.27,-15.137
1660049417,-45.898,-16.113,-22.461,-1.953
1660049417,-36.133,-30.762,-21.973,-0.977
1660049417,-28.809,-41.992,-38.086,-5.859
1660049417,-20.996,-34.18,-43.945,-6.348
1660049417,-17.578,-9.766,-26.367,-5.371
1660049417,-36.133,-27.344,-24.414,-12.695
1660049417,-63.965,-56.152,-55.664,-40.527
1660049417,-40.527,-34.18,-46.387,-18.066
1660049417,-20.996,-22.461,-31.738,2.93
1660049417,-26.855,-30.273,-36.133,-15.137
1660049417,-43.457,-35.156,-30.273,-43.945
1660049417,-41.504,-45.898,-51.27,-15.137
1660049417,-45.898,-16.113,-22.461,-1.953
1660049417,-36.133,-30.762,-21.973,-0.977
1660049417,-28.809,-41.992,-38.086,-5.859
1660049417,-20.996,-34.18,-43.945,-6.348
1660049417,-17.578,-9.766,-26.367,-5.371
1660049417,-36.133,-27.344,-24.414,-12.695
1660049417,-63.965,-56.152,-55.664,-40.527
1660049417,-40.527,-34.18,-46.387,-18.066
1660049417,-20.996,-22.461,-31.738,2.93
1660049417,-26.855,-30.273,-36.133,-15.137
1660049417,-43.457,-35.156,-30.273,-43.945
1660049417,-40.039,-26.367,-17.09,-36.621
1660049417,-19.043,-30.762,-20.508,-6.836
1660049417,-21.484,-35.645,-32.715,-8.789
1660049417,-37.598,-34.668,-39.551,-30.762
1660049417,-42.969,-35.645,-36.621,-34.668
1660049417,-25.879,-23.926,-23.926,-15.625
1660049418,-31.738,-29.297,-33.691,-15.625
1660049418,-62.988,-41.504,-66.895,-59.57
1660049418,-42.48,-42.48,-46.387,-51.758
1660049418,-20.02,3.418,-10.254,-17.578
1660049418,-44.434,7.812,-32.227,-36.621
1660049418,-46.387,-36.133,-41.504,-17.578
1660049417,-40.039,-26.367,-17.09,-36.621
1660049417,-19.043,-30.762,-20.508,-6.836
1660049417,-21.484,-35.645,-32.715,-8.789
1660049417,-37.598,-34.668,-39.551,-30.762
1660049417,-42.969,-35.645,-36.621,-34.668
1660049417,-25.879,-23.926,-23.926,-15.625
1660049418,-31.738,-29.297,-33.691,-15.625
1660049418,-62.988,-41.504,-66.895,-59.57
1660049418,-42.48,-42.48,-46.387,-51.758
1660049418,-20.02,3.418,-10.254,-17.578
1660049418,-44.434,7.812,-32.227,-36.621
1660049418,-46.387,-36.133,-41.504,-17.578
1660049417,-40.039,-26.367,-17.09,-36.621
1660049417,-19.043,-30.762,-20.508,-6.836
1660049417,-21.484,-35.645,-32.715,-8.789
1660049417,-37.598,-34.668,-39.551,-30.762
1660049417,-42.969,-35.645,-36.621,-34.668
1660049417,-25.879,-23.926,-23.926,-15.625
1660049418,-31.738,-29.297,-33.691,-15.625
1660049418,-62.988,-41.504,-66.895,-59.57
1660049418,-42.48,-42.48,-46.387,-51.758
1660049418,-20.02,3.418,-10.254,-17.578
1660049418,-44.434,7.812,-32.227,-36.621
1660049418,-46.387,-36.133,-41.504,-17.578
1660049418,-13.184,-48.34,-29.785,1.953
1660049418,-17.09,-23.438,-29.297,-33.691
1660049418,-44.922,-18.555,-26.367,-46.875
1660049418,-41.992,-44.922,-29.785,-39.062
1660049418,-24.902,-36.133,-28.32,-16.602
1660049418,-22.949,-1.953,-29.297,-5.371
1660049418,-37.598,-0.488,-60.547,-27.832
1660049418,-29.297,-21.484,-39.551,-19.043
1660049418,-31.738,-50.781,-15.137,-15.137
1660049418,-30.762,-44.434,-22.949,-8.789
1660049418,-11.23,-21.973,-34.18,-5.859
1660049418,-21.973,-28.32,-45.898,-33.691
1660049418,-13.184,-48.34,-29.785,1.953
1660049418,-17.09,-23.438,-29.297,-33.691
1660049418,-44.922,-18.555,-26.367,-46.875
1660049418,-41.992,-44.922,-29.785,-39.062
1660049418,-24.902,-36.133,-28.32,-16.602
1660049418,-22.949,-1.953,-29.297,-5.371
1660049418,-37.598,-0.488,-60.547,-27.832
1660049418,-29.297,-21.484,-39.551,-19.043
1660049418,-31.738,-50.781,-15.137,-15.137
1660049418,-30.762,-44.434,-22.949,-8.789
1660049418,-11.23,-21.973,-34.18,-5.859
1660049418,-21.973,-28.32,-45.898,-33.691
1660049418,-13.184,-48.34,-29.785,1.953
1660049418,-17.09,-23.438,-29.297,-33.691
1660049418,-44.922,-18.555,-26.367,-46.875
1660049418,-41.992,-44.922,-29.785,-39.062
1660049418,-24.902,-36.133,-28.32,-16.602
1660049418,-22.949,-1.953,-29.297,-5.371
1660049418,-37.598,-0.488,-60.547,-27.832
1660049418,-29.297,-21.484,-39.551,-19.043
1660049418,-31.738,-50.781,-15.137,-15.137
1660049418,-30.762,-44.434,-22.949,-8.789
1660049418,-11.23,-21.973,-34.18,-5.859
1660049418,-21.973,-28.32,-45.898,-33.691
1660049418,-42.969,-34.668,-44.922,-47.363
1660049418,-61.523,-53.223,-27.832,-42.969
1660049418,-43.457,-39.551,-5.859,-3.418
1660049418,-17.578,-23.926,-12.207,13.184
1660049418,-35.645,-48.34,-40.039,-6.836
1660049418,-42.48,-35.156,-37.109,-21.973
1660049418,-66.406,-40.527,-27.832,-39.062
1660049418,-60.059,-47.363,-24.414,-19.531
1660049418,-33.203,-18.066,-22.949,1.953
1660049418,-43.457,-55.176,-29.785,-15.137
1660049418,-61.523,-102.539,-39.551,-41.016
1660049418,-56.641,-54.199,-31.738,-44.922
1660049418,-42.969,-34.668,-44.922,-47.363
1660049418,-61.523,-53.223,-27.832,-42.969
1660049418,-43.457,-39.551,-5.859,-3.418
1660049418,-17.578,-23.926,-12.207,13.184
1660049418,-35.645,-48.34,-40.039,-6.836
1660049418,-42.48,-35.156,-37.109,-21.973
1660049418,-66.406,-40.527,-27.832,-39.062
1660049418,-60.059,-47.363,-24.414,-19.531
1660049418,-33.203,-18.066,-22.949,1.953
1660049418,-43.457,-55.176,-29.785,-15.137
1660049418,-61.523,-102.539,-39.551,-41.016
1660049418,-56.641,-54.199,-31.738,-44.922
1660049418,-38.574,-33.203,-17.578,-19.043
1660049418,-32.227,-19.043,-16.602,-14.16
1660049418,-28.32,-15.625,-36.621,-15.625
1660049418,-33.691,-29.785,-43.945,-33.203
1660049418,-44.922,-29.785,-23.926,-38.574
1660049418,-35.645,10.254,-5.371,-15.137
1660049418,-36.133,-15.625,-20.996,-4.883
1660049418,-36.133,-62.5,-41.016,-20.02
1660049418,-45.41,-42.48,-41.016,-33.203
1660049418,-77.148,-45.41,-40.527,-56.641
1660049418,-53.711,-34.668,-25.391,-38.086
1660049418,-37.109,-36.133,-21.973,0.488
1660049418,-38.574,-33.203,-17.578,-19.043
1660049418,-32.227,-19.043,-16.602,-14.16
1660049418,-28.32,-15.625,-36.621,-15.625
1660049418,-33.691,-29.785,-43.945,-33.203
1660049418,-44.922,-29.785,-23.926,-38.574
1660049418,-35.645,10.254,-5.371,-15.137
1660049418,-36.133,-15.625,-20.996,-4.883
1660049418,-36.133,-62.5,-41.016,-20.02
1660049418,-45.41,-42.48,-41.016,-33.203
1660049418,-77.148,-45.41,-40.527,-56.641
1660049418,-53.711,-34.668,-25.391,-38.086
1660049418,-37.109,-36.133,-21.973,0.488
1660049418,-31.738,-28.32,-24.902,-13.184
1660049418,-21.973,-0.488,-19.043,-24.414
1660049418,-37.598,-20.508,-19.531,-19.043
1660049418,-28.32,-33.691,-6.348,-7.324
1660049418,-18.066,-13.184,-4.395,19.043
1660049418,-30.273,6.836,-13.184,11.719
1660049418,-46.387,-31.738,-23.438,-5.859
1660049418,-49.316,-58.105,-16.602,-11.719
1660049418,-62.5,-30.762,-27.344,-18.555
1660049418,-65.43,-27.344,-53.711,-0.488
1660049418,-33.203,-57.617,-29.785,12.695
1660049418,-41.504,-47.852,-19.043,-2.441
1660049418,-31.738,-28.32,-24.902,-13.184
1660049418,-21.973,-0.488,-19.043,-24.414
1660049418,-37.598,-20.508,-19.531,-19.043
1660049418,-28.32,-33.691,-6.348,-7.324
1660049418,-18.066,-13.184,-4.395,19.043
1660049418,-30.273,6.836,-13.184,11.719
1660049418,-46.387,-31.738,-23.438,-5.859
1660049418,-49.316,-58.105,-16.602,-11.719
1660049418,-62.5,-30.762,-27.344,-18.555
1660049418,-65.43,-27.344,-53.711,-0.488
1660049418,-33.203,-57.617,-29.785,12.695
